"pid","condition","question_cond","item_order","trial","item_1","item_2","item_type","rt","rating"
"5669","tax_order2","tax","2",101,"LEMONADE","MILK","tax_item",2.185,99.07
"5669","tax_order2","tax","2",102,"KEYBOARD","BALL","unr_item",2.286,1.85
"5669","tax_order2","tax","2",103,"CAKE","GLASSES","unr_item",2.996,0
"5669","tax_order2","tax","2",104,"SCULPTURE","CHISEL","the_item",2.406,79.1
"5669","tax_order2","tax","2",105,"SHOWER","SHAMPOO","the_item",3.745,76.06
"5669","tax_order2","tax","2",106,"TOILET","SHED","unr_item",2.943,53.17
"5669","tax_order2","tax","2",107,"STAIRS","BALLOON","unr_item",3.815,1.32
"5669","tax_order2","tax","2",108,"HOTEL","PARCEL","unr_item",2.19,4.89
"5669","tax_order2","tax","2",109,"JAZZ","SAXOPHONE","the_item",40.311,82.28
"5669","tax_order2","tax","2",110,"OVEN","MICROWAVE","tax_item",2.527,97.35
"5669","tax_order2","tax","2",111,"UMBRELLA","BANANA","unr_item",1.828,0.79
"5669","tax_order2","tax","2",112,"CARPET","SOCK","unr_item",2.596,16.93
"5669","tax_order2","tax","2",113,"LAKE","RIVER","tax_item",1.965,98.81
"5669","tax_order2","tax","2",114,"BROCHURE","LAKE","unr_item",2.372,16.4
"5669","tax_order2","tax","2",115,"AIRPLANE","PLUG","unr_item",2.929,12.43
"5669","tax_order2","tax","2",116,"PACKAGE","CRATE","tax_item",2.103,23.94
"5669","tax_order2","tax","2",117,"BABY","BOTTLE","the_item",2.052,84.26
"5669","tax_order2","tax","2",118,"FIELD","GRASS","the_item",1.988,98.15
"5671","tax_order2","tax","2",1,"CEREAL","SPOON","the_item",6.345,60.19
"5671","tax_order2","tax","2",2,"CARAVAN","LAUNDRY","unr_item",5.374,0.53
"5671","tax_order2","tax","2",3,"TREE","LION","unr_item",4.561,20.11
"5671","tax_order2","tax","2",4,"SPOT","METAL","unr_item",5.048,0.53
"5671","tax_order2","tax","2",5,"RABBI","TEMPLE","the_item",4.104,80.69
"5671","tax_order2","tax","2",6,"GRAVY","BISCUITS","the_item",3.846,80.95
"5671","tax_order2","tax","2",7,"CLUB","CLIMATE","unr_item",4.335,0
"5671","tax_order2","tax","2",8,"CIRCLE","SAUCE","unr_item",3.504,1.06
"5671","tax_order2","tax","2",9,"SAXOPHONE","JAZZ","the_item",5.4,99.34
"5671","tax_order2","tax","2",10,"WALL","CARD","unr_item",3.049,3.44
"5671","tax_order2","tax","2",11,"SWAN","BEACH","unr_item",3.643,63.1
"5671","tax_order2","tax","2",12,"LAKE","RIVER","tax_item",4.32,50
"5671","tax_order2","tax","2",13,"TEA","CUP","the_item",3.629,89.42
"5671","tax_order2","tax","2",14,"CYMBAL","SOCIETY","unr_item",3.829,0.53
"5671","tax_order2","tax","2",15,"CEREAL","BUSINESS","unr_item",4.234,9.79
"5671","tax_order2","tax","2",16,"STEW","TUB","unr_item",3.012,0
"5671","tax_order2","tax","2",17,"HAMMER","AIRPLANE","unr_item",3.777,20.11
"5671","tax_order2","tax","2",18,"TOAD","SCHOOL","unr_item",2.817,0.66
"5671","tax_order2","tax","2",19,"BANK","BEER","unr_item",2.473,0
"5671","tax_order2","tax","2",20,"PENCIL","PEN","tax_item",2.785,100
"5671","tax_order2","tax","2",21,"TEETH","DOG","unr_item",2.343,60.19
"5671","tax_order2","tax","2",22,"POND","QUEEN","unr_item",3.673,0
"5671","tax_order2","tax","2",23,"CROUTONS","SALAD","the_item",3.977,90.08
"5671","tax_order2","tax","2",24,"FERRY","PATIO","unr_item",5.471,0
"5671","tax_order2","tax","2",25,"SHEEP","MINT","unr_item",4.641,1.19
"5671","tax_order2","tax","2",26,"CHISEL","SCULPTURE","the_item",2.7,79.37
"5671","tax_order2","tax","2",27,"CODE","FOOT","unr_item",6.817,0
"5671","tax_order2","tax","2",28,"CROWN","HAT","tax_item",3.823,80.16
"5671","tax_order2","tax","2",29,"TROUT","BILL","unr_item",3.74,0
"5671","tax_order2","tax","2",30,"PENGUIN","GOOSE","tax_item",2.226,60.45
"5671","tax_order2","tax","2",31,"CAT","DOG","tax_item",3.066,59.66
"5671","tax_order2","tax","2",32,"HOSTESS","RECEPTIONIST","tax_item",4.352,90.34
"5671","tax_order2","tax","2",33,"GARLIC","VAMPIRE","the_item",3.008,81.22
"5671","tax_order2","tax","2",34,"SCISSORS","LAWNMOWER","tax_item",2.777,50
"5671","tax_order2","tax","2",35,"TABLET","COMPUTER","tax_item",4.927,99.87
"5671","tax_order2","tax","2",36,"PAGE","WAVE","unr_item",2.648,0.26
"5671","tax_order2","tax","2",37,"TOOTHBRUSH","FLOSS","the_item",2.426,98.94
"5671","tax_order2","tax","2",38,"LAKE","DRUM","unr_item",2.493,1.06
"5671","tax_order2","tax","2",39,"MONKEY","BEAR","tax_item",3.457,61.11
"5671","tax_order2","tax","2",40,"STRING","PARK","unr_item",3.51,0.66
"5671","tax_order2","tax","2",41,"CHEESE","WATER","unr_item",3.494,57.67
"5671","tax_order2","tax","2",42,"BISCUIT","COOKIE","tax_item",2.837,70.37
"5671","tax_order2","tax","2",43,"COACH","PLIERS","unr_item",2.395,0
"5671","tax_order2","tax","2",44,"SHOE","GLOVE","tax_item",3.048,60.58
"5671","tax_order2","tax","2",45,"OUTLET","CARPET","unr_item",2.245,1.85
"5671","tax_order2","tax","2",46,"BABY","BOTTLE","the_item",2.576,68.25
"5671","tax_order2","tax","2",47,"ROCKET","MISSILE","tax_item",2.175,98.94
"5671","tax_order2","tax","2",48,"PENGUIN","HOUSE","unr_item",2.321,0
"5671","tax_order2","tax","2",49,"TORTILLA","BEANS","the_item",2.354,60.05
"5671","tax_order2","tax","2",50,"CAPTAIN","PILOT","tax_item",2.58,100
"5671","tax_order2","tax","2",51,"STAIRS","LIBRARY","unr_item",3.319,1.46
"5671","tax_order2","tax","2",52,"SODA","PILOT","unr_item",2.898,1.98
"5671","tax_order2","tax","2",53,"CROW","DOCTOR","unr_item",2.473,1.19
"5671","tax_order2","tax","2",54,"ENGINE","PAMPHLET","unr_item",3.35,0
"5671","tax_order2","tax","2",55,"STEWARDESS","WAITRESS","tax_item",3.693,90.61
"5671","tax_order2","tax","2",56,"LEGS","CHAIR","the_item",2.218,60.05
"5671","tax_order2","tax","2",57,"LEMONADE","MILK","tax_item",1.781,59.39
"5671","tax_order2","tax","2",58,"NEEDLE","THREAD","the_item",2.294,78.97
"5671","tax_order2","tax","2",59,"BUTCHER","SURGEON","tax_item",6.286,61.9
"5671","tax_order2","tax","2",60,"KEYBOARD","BALL","unr_item",2.202,5.69
"5671","tax_order2","tax","2",61,"BANANA","UMBRELLA","unr_item",2.087,0.66
"5671","tax_order2","tax","2",62,"GRASS","FIELD","the_item",1.918,41.01
"5671","tax_order2","tax","2",63,"ATHLETE","COUCH","unr_item",2.528,0.66
"5671","tax_order2","tax","2",64,"DRESS","PANTS","tax_item",3.355,90.08
"5671","tax_order2","tax","2",65,"COCONUT","BEACH","the_item",3.222,89.29
"5671","tax_order2","tax","2",66,"BANK","ROBBERY","the_item",2.099,73.54
"5671","tax_order2","tax","2",67,"AIRPORT","CITY","the_item",2.474,51.06
"5671","tax_order2","tax","2",68,"PARCEL","CHISEL","unr_item",4.658,9.26
"5671","tax_order2","tax","2",69,"BRICK","HEAD","unr_item",2.763,0.66
"5671","tax_order2","tax","2",70,"SHOVEL","NOSE","unr_item",2.121,4.1
"5671","tax_order2","tax","2",71,"GLOVES","DRIVEWAY","unr_item",2.176,1.72
"5671","tax_order2","tax","2",72,"MICROWAVE","OVEN","tax_item",2.491,99.34
"5671","tax_order2","tax","2",73,"NOVEL","WORK","unr_item",3.019,39.55
"5671","tax_order2","tax","2",74,"SILVER","GOLD","tax_item",2.324,59.13
"5671","tax_order2","tax","2",75,"HELMET","BICYCLE","the_item",2.479,70.63
"5671","tax_order2","tax","2",76,"NECKLACE","CLOUD","unr_item",2.287,2.12
"5671","tax_order2","tax","2",77,"SCREEN","BASKETBALL","unr_item",2.632,59.39
"5671","tax_order2","tax","2",78,"BUDGET","FEATHER","unr_item",3.269,3.57
"5671","tax_order2","tax","2",79,"BIRD","BAT","tax_item",2.575,48.28
"5671","tax_order2","tax","2",80,"FLY","ANT","tax_item",2.557,31.75
"5671","tax_order2","tax","2",81,"CIGARETTES","LUNGS","the_item",2.97,79.37
"5671","tax_order2","tax","2",82,"BEE","SPIDER","tax_item",1.848,49.87
"5671","tax_order2","tax","2",83,"JUICE","BEER","tax_item",3.912,41.27
"5671","tax_order2","tax","2",84,"BUS","TRUCK","tax_item",1.868,48.41
"5671","tax_order2","tax","2",85,"BELL","BERRY","unr_item",2.421,5.95
"5671","tax_order2","tax","2",86,"WRIST","WAX","unr_item",2.168,0
"5671","tax_order2","tax","2",87,"HANDCUFFS","POLICE","the_item",2.237,67.59
"5671","tax_order2","tax","2",88,"BENCH","EAR","unr_item",2.289,0
"5671","tax_order2","tax","2",89,"BIKE","CAR","tax_item",1.968,53.7
"5671","tax_order2","tax","2",90,"WHALE","NECK","unr_item",2.289,2.65
"5671","tax_order2","tax","2",91,"WOUND","SHOP","unr_item",2.324,3.31
"5671","tax_order2","tax","2",92,"QUARTERBACK","FOOTBALL","the_item",2.004,97.09
"5671","tax_order2","tax","2",93,"SHIP","SAILOR","the_item",2.014,98.28
"5671","tax_order2","tax","2",94,"CAMEL","ANTELOPE","tax_item",2.139,47.75
"5671","tax_order2","tax","2",95,"BRACKET","RAIN","unr_item",2.409,1.32
"5671","tax_order2","tax","2",96,"LEAF","GUITAR","unr_item",2.275,1.06
"5671","tax_order2","tax","2",97,"BOTTLE","MIRROR","unr_item",2.883,17.46
"5671","tax_order2","tax","2",98,"SAD","HAPPY","tax_item",5.455,50
"5671","tax_order2","tax","2",99,"FENDER","LAW","unr_item",4.838,1.06
"5671","tax_order2","tax","2",100,"BAMBOO","PANDA","the_item",2.057,80.03
"5671","tax_order2","tax","2",101,"CHALK","SLIDE","unr_item",2.171,0
"5671","tax_order2","tax","2",102,"SUBMARINE","OCEAN","the_item",1.729,49.07
"5671","tax_order2","tax","2",103,"SHED","PEPPER","unr_item",2.15,0
"5671","tax_order2","tax","2",104,"FARM","COW","the_item",2.357,79.63
"5671","tax_order2","tax","2",105,"COTTON","SHRIMP","unr_item",2.349,1.59
"5671","tax_order2","tax","2",106,"INTERNET","BOMB","unr_item",2.996,0
"5671","tax_order2","tax","2",107,"CANDLE","CAKE","the_item",2.356,72.49
"5671","tax_order2","tax","2",108,"ROOF","SEED","unr_item",2.015,3.97
"5671","tax_order2","tax","2",109,"CRIB","BABY","the_item",2.271,80.42
"5671","tax_order2","tax","2",110,"DANCE","PELICAN","unr_item",2.073,3.44
"5671","tax_order2","tax","2",111,"COLD","SALESMAN","unr_item",2.831,1.19
"5671","tax_order2","tax","2",112,"CUP","CAKE","unr_item",3.491,1.98
"5671","tax_order2","tax","2",113,"SHOWER","SHAMPOO","the_item",2.331,79.23
"5671","tax_order2","tax","2",114,"BEE","HONEY","the_item",2.561,78.97
"5671","tax_order2","tax","2",115,"LAMP","PHONE","unr_item",5.485,32.94
"5671","tax_order2","tax","2",116,"SNOW","RAIN","tax_item",3.899,76.32
"5671","tax_order2","tax","2",117,"COW","GRASS","the_item",2.14,70.9
"5671","tax_order2","tax","2",118,"PACKAGE","CRATE","tax_item",2.596,46.3
"5673","tax_order2","tax","2",1,"RECEPTIONIST","HOSTESS","tax_item",7.763,69.58
"5673","tax_order2","tax","2",2,"BEACH","COCONUT","the_item",7.394,59.92
"5673","tax_order2","tax","2",3,"BABY","BOTTLE","the_item",8.219,50.13
"5673","tax_order2","tax","2",4,"EAR","FREEZER","unr_item",4.402,1.06
"5673","tax_order2","tax","2",5,"BUDGET","GLASS","unr_item",7.67,0.4
"5673","tax_order2","tax","2",6,"GLOVES","APPLE","unr_item",5.974,0.79
"5673","tax_order2","tax","2",7,"MILK","LEMONADE","tax_item",3.182,49.6
"5673","tax_order2","tax","2",8,"BIKE","CAR","tax_item",3.181,69.84
"5673","tax_order2","tax","2",9,"LAKE","RIVER","tax_item",3.013,80.29
"5673","tax_order2","tax","2",10,"TIGER","CARD","unr_item",3.438,0
"5673","tax_order2","tax","2",11,"FARM","COW","the_item",6.216,30.03
"5673","tax_order2","tax","2",12,"WHIP","FENDER","unr_item",6.547,20.77
"5673","tax_order2","tax","2",13,"SOCIETY","CYMBAL","unr_item",4.079,10.32
"5673","tax_order2","tax","2",14,"BOOT","BASKETBALL","unr_item",3.61,8.07
"5673","tax_order2","tax","2",15,"BEE","HONEY","the_item",3.537,39.42
"5673","tax_order2","tax","2",16,"SURGEON","BUTCHER","tax_item",5.499,69.05
"5673","tax_order2","tax","2",17,"LUNGS","CIGARETTES","the_item",4.322,24.6
"5673","tax_order2","tax","2",18,"RAIN","BONE","unr_item",5.973,4.89
"5673","tax_order2","tax","2",19,"FERRY","BOWL","unr_item",2.814,0
"5673","tax_order2","tax","2",20,"SALON","COUCH","unr_item",3.317,5.42
"5673","tax_order2","tax","2",21,"GLASSES","CAKE","unr_item",3.523,1.32
"5673","tax_order2","tax","2",22,"MISSILE","ROCKET","tax_item",3.102,89.29
"5673","tax_order2","tax","2",23,"BEER","BANK","unr_item",3.93,0.79
"5673","tax_order2","tax","2",24,"LAMP","PHONE","unr_item",3.22,19.44
"5673","tax_order2","tax","2",25,"ROOF","KEY","unr_item",3.353,11.9
"5673","tax_order2","tax","2",26,"NOSE","TENT","unr_item",2.776,2.25
"5673","tax_order2","tax","2",27,"BEE","SPIDER","tax_item",8.735,49.74
"5673","tax_order2","tax","2",28,"BICYCLE","HELMET","the_item",3.511,29.5
"5673","tax_order2","tax","2",29,"QUARTERBACK","FOOTBALL","the_item",5.633,39.55
"5673","tax_order2","tax","2",30,"RAIN","SNOW","tax_item",6.195,95.37
"5673","tax_order2","tax","2",31,"SNAIL","DANCE","unr_item",3.868,4.37
"5673","tax_order2","tax","2",32,"STEREO","LION","unr_item",2.206,12.17
"5673","tax_order2","tax","2",33,"SCISSORS","LAWNMOWER","tax_item",4.863,70.63
"5673","tax_order2","tax","2",34,"WAITRESS","STEWARDESS","tax_item",9.575,90.08
"5673","tax_order2","tax","2",35,"PARK","STRING","unr_item",3.454,10.85
"5673","tax_order2","tax","2",36,"BUS","TRUCK","tax_item",5.505,96.69
"5673","tax_order2","tax","2",37,"STAIRS","BALLOON","unr_item",1.974,6.75
"5673","tax_order2","tax","2",38,"BAT","BIRD","tax_item",2.494,60.71
"5673","tax_order2","tax","2",39,"AIRPORT","CITY","the_item",3.181,50
"5673","tax_order2","tax","2",40,"PENGUIN","MOVIE","unr_item",2.896,20.63
"5673","tax_order2","tax","2",41,"OVEN","MICROWAVE","tax_item",3.691,80.82
"5673","tax_order2","tax","2",42,"BUG","WATER","unr_item",3.71,9.79
"5673","tax_order2","tax","2",43,"LAUNDRY","CRAB","unr_item",2.524,7.14
"5673","tax_order2","tax","2",44,"TEA","CUP","the_item",3.285,20.24
"5673","tax_order2","tax","2",45,"OCEAN","SUBMARINE","the_item",3.069,13.23
"5673","tax_order2","tax","2",46,"BOMB","AUNT","unr_item",2.355,3.97
"5673","tax_order2","tax","2",47,"SHAMPOO","SHOWER","the_item",10.372,50.79
"5673","tax_order2","tax","2",48,"LEGS","CHAIR","the_item",8.259,59.52
"5673","tax_order2","tax","2",49,"TABLET","COMPUTER","tax_item",6.047,98.41
"5673","tax_order2","tax","2",50,"PENCIL","PEN","tax_item",1.953,100
"5673","tax_order2","tax","2",51,"PANTS","DRESS","tax_item",2.378,98.15
"5673","tax_order2","tax","2",52,"RABBI","TEMPLE","the_item",3.771,48.54
"5673","tax_order2","tax","2",53,"SHEEP","FLUTE","unr_item",1.717,4.23
"5673","tax_order2","tax","2",54,"FIELD","GRASS","the_item",5.063,69.84
"5673","tax_order2","tax","2",55,"SAILOR","SHIP","the_item",3.456,56.48
"5673","tax_order2","tax","2",56,"SAUCE","CIRCLE","unr_item",6.126,5.42
"5673","tax_order2","tax","2",57,"WAX","WRIST","unr_item",2.556,2.51
"5673","tax_order2","tax","2",58,"BEANS","TORTILLA","the_item",3.809,59.66
"5673","tax_order2","tax","2",59,"KEYBOARD","BALL","unr_item",2.644,6.75
"5673","tax_order2","tax","2",60,"CLOCK","BERRY","unr_item",3.215,0
"5673","tax_order2","tax","2",61,"SPOON","CEREAL","the_item",3.152,39.95
"5673","tax_order2","tax","2",62,"KNOB","SALESMAN","unr_item",3.797,1.19
"5673","tax_order2","tax","2",63,"BISCUIT","COOKIE","tax_item",2.803,98.94
"5673","tax_order2","tax","2",64,"SAD","HAPPY","tax_item",2.543,100
"5673","tax_order2","tax","2",65,"SAXOPHONE","JAZZ","the_item",4.23,52.38
"5673","tax_order2","tax","2",66,"HAT","CROWN","tax_item",2.897,87.7
"5673","tax_order2","tax","2",67,"DOG","CAT","tax_item",3.735,70.24
"5673","tax_order2","tax","2",68,"ICE","TEETH","unr_item",3.893,29.89
"5673","tax_order2","tax","2",69,"LEAF","GUITAR","unr_item",3.418,9.13
"5673","tax_order2","tax","2",70,"SHRIMP","BISCUIT","unr_item",4.395,70.11
"5673","tax_order2","tax","2",71,"CALCIUM","BEACH","unr_item",3.068,10.32
"5673","tax_order2","tax","2",72,"FLOSS","TOOTHBRUSH","the_item",4.133,99.87
"5673","tax_order2","tax","2",73,"CORK","PAMPHLET","unr_item",5.467,10.32
"5673","tax_order2","tax","2",74,"POND","QUEEN","unr_item",2.102,0
"5673","tax_order2","tax","2",75,"BRICK","HEAD","unr_item",3.138,19.31
"5673","tax_order2","tax","2",76,"THREAD","NEEDLE","the_item",2.665,71.3
"5673","tax_order2","tax","2",77,"SALAD","CROUTONS","the_item",4.941,81.61
"5673","tax_order2","tax","2",78,"TOILET","PEPPER","unr_item",4.07,0.13
"5673","tax_order2","tax","2",79,"LAKE","DRUM","unr_item",3.676,18.92
"5673","tax_order2","tax","2",80,"SCHOOL","TOAD","unr_item",2.324,10.98
"5673","tax_order2","tax","2",81,"AIRPLANE","PLUG","unr_item",1.879,0
"5673","tax_order2","tax","2",82,"CAMEL","ANTELOPE","tax_item",2.694,79.76
"5673","tax_order2","tax","2",83,"MONKEY","BEAR","tax_item",3.714,80.03
"5673","tax_order2","tax","2",84,"CAPTAIN","PILOT","tax_item",3.066,100
"5673","tax_order2","tax","2",85,"CEREAL","CONCRETE","unr_item",4.234,0
"5673","tax_order2","tax","2",86,"TUB","SHORE","unr_item",4.021,3.84
"5673","tax_order2","tax","2",87,"SKY","SLIDE","unr_item",6.719,3.97
"5673","tax_order2","tax","2",88,"CARPET","OUTLET","unr_item",6.897,30.42
"5673","tax_order2","tax","2",89,"CANDLE","CAKE","the_item",3.573,20.77
"5673","tax_order2","tax","2",90,"PILOT","SODA","unr_item",4.289,3.31
"5673","tax_order2","tax","2",91,"BISCUITS","GRAVY","the_item",3.493,79.89
"5673","tax_order2","tax","2",92,"WORK","CEMETARY","unr_item",2.676,20.24
"5673","tax_order2","tax","2",93,"MIRROR","HAMSTER","unr_item",2.295,0
"5673","tax_order2","tax","2",94,"COACH","ASPHALT","unr_item",2.816,0
"5673","tax_order2","tax","2",95,"SILVER","GOLD","tax_item",2.185,100
"5673","tax_order2","tax","2",96,"GARLIC","VAMPIRE","the_item",3.424,18.92
"5673","tax_order2","tax","2",97,"PENGUIN","GOOSE","tax_item",2.629,88.62
"5673","tax_order2","tax","2",98,"SCULPTURE","CHISEL","the_item",6.48,49.21
"5673","tax_order2","tax","2",99,"SPOT","METAL","unr_item",5.976,16.14
"5673","tax_order2","tax","2",100,"PAGE","FUR","unr_item",2.2,0
"5673","tax_order2","tax","2",101,"UMBRELLA","BANANA","unr_item",2.778,0
"5673","tax_order2","tax","2",102,"COW","GRASS","the_item",4.229,10.98
"5673","tax_order2","tax","2",103,"BABY","CRIB","the_item",2.457,20.63
"5673","tax_order2","tax","2",104,"HANDCUFFS","POLICE","the_item",3.814,18.92
"5673","tax_order2","tax","2",105,"PACKAGE","CRATE","tax_item",6.329,88.36
"5673","tax_order2","tax","2",106,"BEER","JUICE","tax_item",4.911,83.47
"5673","tax_order2","tax","2",107,"CHILD","TROUT","unr_item",3.147,10.32
"5673","tax_order2","tax","2",108,"CODE","FOOT","unr_item",2.1,1.85
"5673","tax_order2","tax","2",109,"SHOE","GLOVE","tax_item",3.224,89.68
"5673","tax_order2","tax","2",110,"CABINET","NECK","unr_item",3.147,10.19
"5673","tax_order2","tax","2",111,"CLOUD","NECKLACE","unr_item",2.913,1.85
"5673","tax_order2","tax","2",112,"DOCTOR","SHEET","unr_item",2.494,0
"5673","tax_order2","tax","2",113,"CLUB","CLIMATE","unr_item",7.012,0
"5673","tax_order2","tax","2",114,"PANDA","BAMBOO","the_item",3.979,9.92
"5673","tax_order2","tax","2",115,"FLY","ANT","tax_item",3.791,95.77
"5673","tax_order2","tax","2",116,"HOTEL","PARCEL","unr_item",3.696,4.5
"5673","tax_order2","tax","2",117,"WOUND","SHOP","unr_item",12.38,8.73
"5673","tax_order2","tax","2",118,"BANK","ROBBERY","the_item",6.664,11.9
"5660","the_order1","the","1",1,"LAW","FENDER","unr_item",21.946,14.29
"5660","the_order1","the","1",2,"CEREAL","BUSINESS","unr_item",7.109,0
"5660","the_order1","the","1",3,"BUTTERFLY","BEE","tax_item",6.443,80.69
"5660","the_order1","the","1",4,"PANTS","POCKET","the_item",3.871,100
"5660","the_order1","the","1",5,"RIVER","RAPIDS","the_item",6.426,80.03
"5660","the_order1","the","1",6,"SURGEON","KIDNEY","the_item",4.774,99.07
"5660","the_order1","the","1",7,"WALL","TIGER","unr_item",5.162,50
"5660","the_order1","the","1",8,"BAGEL","TORTILLA","tax_item",6.443,61.9
"5660","the_order1","the","1",9,"BANANA","MONKEY","the_item",3.61,93.52
"5660","the_order1","the","1",10,"COMPUTER","MOUSE","the_item",4.688,100
"5660","the_order1","the","1",11,"POLICE","FIREMAN","tax_item",3.862,86.64
"5660","the_order1","the","1",12,"SHEEP","MINT","unr_item",4.367,0.26
"5660","the_order1","the","1",13,"GLOVES","APPLE","unr_item",3.372,0.4
"5660","the_order1","the","1",14,"TRAILER","TRUCK","the_item",4.181,94.44
"5660","the_order1","the","1",15,"BED","CRIB","tax_item",4.283,96.69
"5660","the_order1","the","1",16,"CACTUS","CLUB","unr_item",8.621,0
"5660","the_order1","the","1",17,"HAMSTER","BOTTLE","unr_item",7.283,15.08
"5660","the_order1","the","1",18,"CHAIR","UMBRELLA","unr_item",7.572,80.16
"5660","the_order1","the","1",19,"FREEZER","EAR","unr_item",3.368,0
"5660","the_order1","the","1",20,"VOLCANO","HEAD","unr_item",6.472,0
"5660","the_order1","the","1",21,"COLD","SALESMAN","unr_item",5.364,10.45
"5660","the_order1","the","1",22,"BOOT","BASKETBALL","unr_item",2.994,0
"5660","the_order1","the","1",23,"SHORE","TUB","unr_item",3.074,50.13
"5660","the_order1","the","1",24,"PENCIL","ERASER","the_item",3.006,100
"5660","the_order1","the","1",25,"BREAD","KEYBOARD","unr_item",4.16,0.79
"5660","the_order1","the","1",26,"BAGEL","CROUTONS","tax_item",4.078,49.87
"5660","the_order1","the","1",27,"SOFA","CHAIR","tax_item",3.471,83.6
"5660","the_order1","the","1",28,"TREASON","ROBBERY","tax_item",6.25,71.03
"5660","the_order1","the","1",29,"BEER","BANK","unr_item",7.24,13.1
"5660","the_order1","the","1",30,"NOVEL","CEMETARY","unr_item",8.965,49.6
"5660","the_order1","the","1",31,"BASEBALL","FOOTBALL","tax_item",2.441,77.78
"5660","the_order1","the","1",32,"SHOVEL","NOSE","unr_item",3.487,0
"5660","the_order1","the","1",33,"PILOT","HAIR","unr_item",2.356,0
"5660","the_order1","the","1",34,"PAGE","WAVE","unr_item",3.166,0
"5660","the_order1","the","1",35,"WATER","BUG","unr_item",6.121,44.31
"5660","the_order1","the","1",36,"BONE","BRACKET","unr_item",5.5,0.26
"5660","the_order1","the","1",37,"PAN","OVEN","the_item",3.823,99.6
"5660","the_order1","the","1",38,"BICYCLE","CAR","tax_item",3.727,73.15
"5660","the_order1","the","1",39,"SLED","SNOW","the_item",2.93,99.6
"5660","the_order1","the","1",40,"CAPTAIN","SHIP","the_item",2.42,98.81
"5660","the_order1","the","1",41,"TOOTHBRUSH","COMB","tax_item",2.846,62.3
"5660","the_order1","the","1",42,"BONE","DOG","the_item",2.402,99.34
"5660","the_order1","the","1",43,"WEB","SPIDER","the_item",3.45,99.74
"5660","the_order1","the","1",44,"ROCKET","ASTRONAUT","the_item",2.772,99.87
"5660","the_order1","the","1",45,"COW","PIG","tax_item",3.676,63.76
"5660","the_order1","the","1",46,"SEATBELT","CAR","the_item",3.178,100
"5660","the_order1","the","1",47,"SEED","ROOF","unr_item",3.846,1.32
"5660","the_order1","the","1",48,"DONUT","CAKE","tax_item",2.386,64.42
"5660","the_order1","the","1",49,"KING","CROWN","the_item",3.438,99.6
"5660","the_order1","the","1",50,"TRUCK","LAMP","unr_item",5.008,0
"5660","the_order1","the","1",51,"SNAIL","DANCE","unr_item",3.368,0
"5660","the_order1","the","1",52,"LAWNMOWER","GRASS","the_item",4.096,98.81
"5660","the_order1","the","1",53,"WOUND","SHOP","unr_item",3.706,1.19
"5660","the_order1","the","1",54,"DRUM","BROCHURE","unr_item",3.082,0.13
"5660","the_order1","the","1",55,"ICE","PENGUIN","the_item",2.792,99.21
"5660","the_order1","the","1",56,"COUCH","SALON","unr_item",7.167,0.4
"5660","the_order1","the","1",57,"GLASSES","CAKE","unr_item",3.485,0
"5660","the_order1","the","1",58,"RACOON","PANDA","tax_item",2.327,48.54
"5660","the_order1","the","1",59,"DELIVERY","PACKAGE","the_item",3.536,99.47
"5660","the_order1","the","1",60,"BALLOON","LIBRARY","unr_item",3.302,0.4
"5660","the_order1","the","1",61,"CAN","BOTTLE","tax_item",2.726,51.32
"5660","the_order1","the","1",62,"METAL","SPOT","unr_item",2.697,0
"5660","the_order1","the","1",63,"PIN","NEEDLE","tax_item",3.32,99.87
"5660","the_order1","the","1",64,"TOAST","BISCUITS","tax_item",3.283,50.4
"5660","the_order1","the","1",65,"FOOT","HOUSE","unr_item",5.159,0
"5660","the_order1","the","1",66,"LION","STEREO","unr_item",3.267,0
"5660","the_order1","the","1",67,"FLY","WINGS","the_item",3.069,99.74
"5660","the_order1","the","1",68,"WAITRESS","RESTAURANT","the_item",2.847,100
"5660","the_order1","the","1",69,"PLUG","HAMMER","unr_item",3.456,0
"5660","the_order1","the","1",70,"CIGARETTES","ALCOHOL","tax_item",6.466,49.34
"5660","the_order1","the","1",71,"HYDRANT","WAX","unr_item",7.529,0.13
"5660","the_order1","the","1",72,"MOVIE","HOUSE","unr_item",6.398,49.87
"5660","the_order1","the","1",73,"CANOE","SHIP","tax_item",4.719,49.87
"5660","the_order1","the","1",74,"SOCIETY","ROD","unr_item",3.742,0
"5660","the_order1","the","1",75,"CIRCLE","TEAM","unr_item",4.688,80.42
"5660","the_order1","the","1",76,"SCHOOL","TOAD","unr_item",3.334,0
"5660","the_order1","the","1",77,"PASTOR","RABBI","tax_item",3.443,89.95
"5660","the_order1","the","1",78,"CHALK","SLIDE","unr_item",3.041,0.4
"5660","the_order1","the","1",79,"BULLET","SILVER","the_item",3.947,100
"5660","the_order1","the","1",80,"PEPPER","SHED","unr_item",6.153,0.53
"5660","the_order1","the","1",81,"BOMB","INTERNET","unr_item",4.549,0
"5660","the_order1","the","1",82,"FERRY","PATIO","unr_item",3.555,0
"5660","the_order1","the","1",83,"BERRY","CLOCK","unr_item",3.072,0
"5660","the_order1","the","1",84,"DESERT","CAMEL","the_item",4.589,99.74
"5660","the_order1","the","1",85,"COOKIE","CHOCOLATE","the_item",3.168,99.74
